activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,14976007,[],CHEMBL3375358,Inhibition of human full length VCP (2 to 806 residues) expressed in High5 insect cells assessed as reduction in ATPase activity by measuring ADP formation by NADH coupled assay,B,,,BAO_0000190,BAO_0000219,cell-based format,Cc1cc(-c2ccccc2)nc(SCc2ccc(C(=O)NS(=O)(=O)C(F)(F)F)cc2)n1,,,CHEMBL3352358,J. Med. Chem.,2014.0,"{'bei': '9.98', 'le': '0.21', 'lle': '0.35', 'sei': '5.24'}",CHEMBL3360642,,CHEMBL3360642,4.67,False,http://www.openphacts.org/units/Nanomolar,2271293,=,1,True,=,,IC50,nM,,21600.0,CHEMBL1075145,Homo sapiens,Transitional endoplasmic reticulum ATPase,9606,,,IC50,uM,UO_0000065,,21.6
,14976008,[],CHEMBL3375358,Inhibition of human full length VCP (2 to 806 residues) expressed in High5 insect cells assessed as reduction in ATPase activity by measuring ADP formation by NADH coupled assay,B,,,BAO_0000190,BAO_0000219,cell-based format,Cc1cc(-c2ccccc2)nc(SCc2ccc(C(=O)O)cc2)n1,,,CHEMBL3352358,J. Med. Chem.,2014.0,"{'bei': '15.81', 'le': '0.30', 'lle': '0.88', 'sei': '8.43'}",CHEMBL1404283,,CHEMBL1404283,5.32,False,http://www.openphacts.org/units/Nanomolar,2271292,=,1,True,=,,IC50,nM,,4800.0,CHEMBL1075145,Homo sapiens,Transitional endoplasmic reticulum ATPase,9606,,,IC50,uM,UO_0000065,,4.8
,16426379,[],CHEMBL3749463,Inhibition of human p97 ATPase incubated for 15 mins by ADP Glo luminescence assay,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cccc2c(NCc3ccccc3)nc(-n3c(N)nc(C)c3C)nc12,,,CHEMBL3745611,J. Med. Chem.,2015.0,,CHEMBL3747464,,CHEMBL3747464,,False,http://www.openphacts.org/units/Nanomolar,2741691,>,1,True,>,,IC50,nM,,5000.0,CHEMBL1075145,Homo sapiens,Transitional endoplasmic reticulum ATPase,9606,,,IC50,uM,UO_0000065,,5.0
,16426380,[],CHEMBL3749463,Inhibition of human p97 ATPase incubated for 15 mins by ADP Glo luminescence assay,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cccc2c(NCc3ccccc3)nc(-n3c(N)nc4c3CCCC4)nc12,,,CHEMBL3745611,J. Med. Chem.,2015.0,,CHEMBL3746907,,CHEMBL3746907,,False,http://www.openphacts.org/units/Nanomolar,2741690,>,1,True,>,,IC50,nM,,5000.0,CHEMBL1075145,Homo sapiens,Transitional endoplasmic reticulum ATPase,9606,,,IC50,uM,UO_0000065,,5.0
,16426381,[],CHEMBL3749463,Inhibition of human p97 ATPase incubated for 15 mins by ADP Glo luminescence assay,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cccc2c(NCc3ccccc3)nc(-n3c(=O)[nH]c4ccccc43)nc12,,,CHEMBL3745611,J. Med. Chem.,2015.0,"{'bei': '15.02', 'le': '0.27', 'lle': '2.09', 'sei': '7.04'}",CHEMBL3696887,,CHEMBL3696887,5.97,False,http://www.openphacts.org/units/Nanomolar,2741689,=,1,True,=,,IC50,nM,,1068.0,CHEMBL1075145,Homo sapiens,Transitional endoplasmic reticulum ATPase,9606,,,IC50,uM,UO_0000065,,1.068
,16426382,[],CHEMBL3749463,Inhibition of human p97 ATPase incubated for 15 mins by ADP Glo luminescence assay,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cccc2c(NCc3ccccc3)nc(-n3c(N(C)C)nc4ccccc43)nc12,,,CHEMBL3745611,J. Med. Chem.,2015.0,"{'bei': '15.65', 'le': '0.28', 'lle': '1.98', 'sei': '9.76'}",CHEMBL3696879,,CHEMBL3696879,6.64,False,http://www.openphacts.org/units/Nanomolar,2741688,=,1,True,=,,IC50,nM,,227.0,CHEMBL1075145,Homo sapiens,Transitional endoplasmic reticulum ATPase,9606,,,IC50,uM,UO_0000065,,0.227
,16426383,[],CHEMBL3749463,Inhibition of human p97 ATPase incubated for 15 mins by ADP Glo luminescence assay,B,,,BAO_0000190,BAO_0000357,single protein format,CNc1nc2ccccc2n1-c1nc(NCc2ccccc2)c2cccc(OC)c2n1,,,CHEMBL3745611,J. Med. Chem.,2015.0,"{'bei': '16.16', 'le': '0.29', 'lle': '2.00', 'sei': '8.63'}",CHEMBL3696878,,CHEMBL3696878,6.63,False,http://www.openphacts.org/units/Nanomolar,2741687,=,1,True,=,,IC50,nM,,233.0,CHEMBL1075145,Homo sapiens,Transitional endoplasmic reticulum ATPase,9606,,,IC50,uM,UO_0000065,,0.233
,16426384,[],CHEMBL3749463,Inhibition of human p97 ATPase incubated for 15 mins by ADP Glo luminescence assay,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cccc2c(NCc3ccccc3)nc(-n3c(NC(C)=O)nc4ccccc43)nc12,,,CHEMBL3745611,J. Med. Chem.,2015.0,,CHEMBL3696880,,CHEMBL3696880,,False,http://www.openphacts.org/units/Nanomolar,2741686,>,1,True,>,,IC50,nM,,5000.0,CHEMBL1075145,Homo sapiens,Transitional endoplasmic reticulum ATPase,9606,,,IC50,uM,UO_0000065,,5.0
,16426385,[],CHEMBL3749463,Inhibition of human p97 ATPase incubated for 15 mins by ADP Glo luminescence assay,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cccc2c(Cc3ccccc3)nc(-n3c(N)nc4ccccc43)nc12,,,CHEMBL3745611,J. Med. Chem.,2015.0,,CHEMBL3746701,,CHEMBL3746701,,False,http://www.openphacts.org/units/Nanomolar,2741685,>,1,True,>,,IC50,nM,,5000.0,CHEMBL1075145,Homo sapiens,Transitional endoplasmic reticulum ATPase,9606,,,IC50,uM,UO_0000065,,5.0
,16426386,[],CHEMBL3749463,Inhibition of human p97 ATPase incubated for 15 mins by ADP Glo luminescence assay,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cccc2c(CCc3ccccc3)nc(-n3c(N)nc4ccccc43)nc12,,,CHEMBL3745611,J. Med. Chem.,2015.0,,CHEMBL3745800,,CHEMBL3745800,,False,http://www.openphacts.org/units/Nanomolar,2741684,>,1,True,>,,IC50,nM,,5000.0,CHEMBL1075145,Homo sapiens,Transitional endoplasmic reticulum ATPase,9606,,,IC50,uM,UO_0000065,,5.0
,16426387,[],CHEMBL3749463,Inhibition of human p97 ATPase incubated for 15 mins by ADP Glo luminescence assay,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cccc2c(OCc3ccccc3)nc(-n3c(N)nc4ccccc43)nc12,,,CHEMBL3745611,J. Med. Chem.,2015.0,,CHEMBL3747425,,CHEMBL3747425,,False,http://www.openphacts.org/units/Nanomolar,2741683,>,1,True,>,,IC50,nM,,5000.0,CHEMBL1075145,Homo sapiens,Transitional endoplasmic reticulum ATPase,9606,,,IC50,uM,UO_0000065,,5.0
,16426388,[],CHEMBL3749463,Inhibition of human p97 ATPase incubated for 15 mins by ADP Glo luminescence assay,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cccc2c(NC(=O)c3ccccc3)nc(-n3c(N)nc4ccccc43)nc12,,,CHEMBL3745611,J. Med. Chem.,2015.0,,CHEMBL3747449,,CHEMBL3747449,,False,http://www.openphacts.org/units/Nanomolar,2741682,>,1,True,>,,IC50,nM,,5000.0,CHEMBL1075145,Homo sapiens,Transitional endoplasmic reticulum ATPase,9606,,,IC50,uM,UO_0000065,,5.0
,16426389,[],CHEMBL3749463,Inhibition of human p97 ATPase incubated for 15 mins by ADP Glo luminescence assay,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cccc2c(NCCc3ccccc3)nc(-n3c(N)nc4ccccc43)nc12,,,CHEMBL3745611,J. Med. Chem.,2015.0,,CHEMBL3746850,,CHEMBL3746850,,False,http://www.openphacts.org/units/Nanomolar,2741681,>,1,True,>,,IC50,nM,,5000.0,CHEMBL1075145,Homo sapiens,Transitional endoplasmic reticulum ATPase,9606,,,IC50,uM,UO_0000065,,5.0
,16426390,[],CHEMBL3749463,Inhibition of human p97 ATPase incubated for 15 mins by ADP Glo luminescence assay,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cccc2c(N(C)Cc3ccccc3)nc(-n3c(N)nc4ccccc43)nc12,,,CHEMBL3745611,J. Med. Chem.,2015.0,,CHEMBL3746410,,CHEMBL3746410,,False,http://www.openphacts.org/units/Nanomolar,2741680,>,1,True,>,,IC50,nM,,5000.0,CHEMBL1075145,Homo sapiens,Transitional endoplasmic reticulum ATPase,9606,,,IC50,uM,UO_0000065,,5.0
,16426391,[],CHEMBL3749463,Inhibition of human p97 ATPase incubated for 15 mins by ADP Glo luminescence assay,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cccc2c(NC(C)c3ccccc3)nc(-n3c(N)nc4ccccc43)nc12,,,CHEMBL3745611,J. Med. Chem.,2015.0,,CHEMBL3745860,,CHEMBL3745860,,False,http://www.openphacts.org/units/Nanomolar,2741679,>,1,True,>,,IC50,nM,,5000.0,CHEMBL1075145,Homo sapiens,Transitional endoplasmic reticulum ATPase,9606,,,IC50,uM,UO_0000065,,5.0
,16426392,[],CHEMBL3749463,Inhibition of human p97 ATPase incubated for 15 mins by ADP Glo luminescence assay,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cccc2c(NCc3ccccc3)nc(-n3c(N)nc4ccccc43)nc12,,,CHEMBL3745611,J. Med. Chem.,2015.0,"{'bei': '15.36', 'le': '0.28', 'lle': '1.92', 'sei': '6.70'}",CHEMBL3746912,,CHEMBL3746912,6.09,False,http://www.openphacts.org/units/Nanomolar,2741678,=,1,True,=,,IC50,nM,,815.0,CHEMBL1075145,Homo sapiens,Transitional endoplasmic reticulum ATPase,9606,,,IC50,uM,UO_0000065,,0.815
,16426395,[],CHEMBL3749463,Inhibition of human p97 ATPase incubated for 15 mins by ADP Glo luminescence assay,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cccc2c(NCc3ccccc3)nc(-n3cnc4ccccc43)nc12,,,CHEMBL3745611,J. Med. Chem.,2015.0,,CHEMBL3696862,,CHEMBL3696862,,False,http://www.openphacts.org/units/Nanomolar,2741692,>,1,True,>,,IC50,nM,,5000.0,CHEMBL1075145,Homo sapiens,Transitional endoplasmic reticulum ATPase,9606,,,IC50,uM,UO_0000065,,5.0
,16426396,[],CHEMBL3749463,Inhibition of human p97 ATPase incubated for 15 mins by ADP Glo luminescence assay,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cccc2c(NCc3ccccc3)nc(-n3c(C)nc4ccccc43)nc12,,,CHEMBL3745611,J. Med. Chem.,2015.0,"{'bei': '17.24', 'le': '0.31', 'lle': '1.92', 'sei': '10.51'}",CHEMBL3696861,,CHEMBL3696861,6.82,False,http://www.openphacts.org/units/Nanomolar,2741693,=,1,True,=,,IC50,nM,,152.0,CHEMBL1075145,Homo sapiens,Transitional endoplasmic reticulum ATPase,9606,,,IC50,uM,UO_0000065,,0.152
,16426397,[],CHEMBL3749463,Inhibition of human p97 ATPase incubated for 15 mins by ADP Glo luminescence assay,B,,,BAO_0000190,BAO_0000357,single protein format,CCc1nc2ccccc2n1-c1nc(NCc2ccccc2)c2cccc(OC)c2n1,,,CHEMBL3745611,J. Med. Chem.,2015.0,,CHEMBL3696923,,CHEMBL3696923,,False,http://www.openphacts.org/units/Nanomolar,2741694,>,1,True,>,,IC50,nM,,5000.0,CHEMBL1075145,Homo sapiens,Transitional endoplasmic reticulum ATPase,9606,,,IC50,uM,UO_0000065,,5.0
,16426398,[],CHEMBL3749463,Inhibition of human p97 ATPase incubated for 15 mins by ADP Glo luminescence assay,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cccc2c(NCc3ccccc3)nc(-n3c(OC)nc4ccccc43)nc12,,,CHEMBL3745611,J. Med. Chem.,2015.0,"{'bei': '16.62', 'le': '0.30', 'lle': '2.24', 'sei': '9.23'}",CHEMBL3696863,,CHEMBL3696863,6.84,False,http://www.openphacts.org/units/Nanomolar,2741695,=,1,True,=,,IC50,nM,,145.0,CHEMBL1075145,Homo sapiens,Transitional endoplasmic reticulum ATPase,9606,,,IC50,uM,UO_0000065,,0.145
,16426399,[],CHEMBL3749463,Inhibition of human p97 ATPase incubated for 15 mins by ADP Glo luminescence assay,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cccc2c(NCc3ccccc3)nc(Nc3nc4ccccc4[nH]3)nc12,,,CHEMBL3745611,J. Med. Chem.,2015.0,,CHEMBL3745761,,CHEMBL3745761,,False,http://www.openphacts.org/units/Nanomolar,2741696,>,1,True,>,,IC50,nM,,5000.0,CHEMBL1075145,Homo sapiens,Transitional endoplasmic reticulum ATPase,9606,,,IC50,uM,UO_0000065,,5.0
,16426400,[],CHEMBL3749463,Inhibition of human p97 ATPase incubated for 15 mins by ADP Glo luminescence assay,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cccc2c(NCc3ccccc3)nc(Cn3c(C)nc4ccccc43)nc12,,,CHEMBL3745611,J. Med. Chem.,2015.0,,CHEMBL3746009,,CHEMBL3746009,,False,http://www.openphacts.org/units/Nanomolar,2741697,>,1,True,>,,IC50,nM,,5000.0,CHEMBL1075145,Homo sapiens,Transitional endoplasmic reticulum ATPase,9606,,,IC50,uM,UO_0000065,,5.0
,16426401,[],CHEMBL3749463,Inhibition of human p97 ATPase incubated for 15 mins by ADP Glo luminescence assay,B,,,BAO_0000190,BAO_0000357,single protein format,COCCOc1cccc2c(NCc3ccccc3)nc(-n3c(N)nc4ccccc43)nc12,,,CHEMBL3745611,J. Med. Chem.,2015.0,"{'bei': '13.72', 'le': '0.25', 'lle': '1.85', 'sei': '6.04'}",CHEMBL3696867,,CHEMBL3696867,6.04,False,http://www.openphacts.org/units/Nanomolar,2741698,=,1,True,=,,IC50,nM,,907.0,CHEMBL1075145,Homo sapiens,Transitional endoplasmic reticulum ATPase,9606,,,IC50,uM,UO_0000065,,0.907
,16426402,[],CHEMBL3749463,Inhibition of human p97 ATPase incubated for 15 mins by ADP Glo luminescence assay,B,,,BAO_0000190,BAO_0000357,single protein format,COCCOc1cccc2c(NCc3ccccc3)nc(-n3c(C)nc4ccccc43)nc12,,,CHEMBL3745611,J. Med. Chem.,2015.0,"{'bei': '14.83', 'le': '0.27', 'lle': '1.61', 'sei': '8.80'}",CHEMBL3746988,,CHEMBL3746988,6.52,False,http://www.openphacts.org/units/Nanomolar,2741699,=,1,True,=,,IC50,nM,,304.0,CHEMBL1075145,Homo sapiens,Transitional endoplasmic reticulum ATPase,9606,,,IC50,uM,UO_0000065,,0.304
,16426403,[],CHEMBL3749463,Inhibition of human p97 ATPase incubated for 15 mins by ADP Glo luminescence assay,B,,,BAO_0000190,BAO_0000357,single protein format,COCCOc1cccc2c(NCc3ccccc3)nc(-n3c(OC)nc4ccccc43)nc12,,,CHEMBL3745611,J. Med. Chem.,2015.0,"{'bei': '14.12', 'le': '0.26', 'lle': '1.82', 'sei': '7.72'}",CHEMBL3696920,,CHEMBL3696920,6.43,False,http://www.openphacts.org/units/Nanomolar,2741700,=,1,True,=,,IC50,nM,,370.0,CHEMBL1075145,Homo sapiens,Transitional endoplasmic reticulum ATPase,9606,,,IC50,uM,UO_0000065,,0.37
,16426404,[],CHEMBL3749463,Inhibition of human p97 ATPase incubated for 15 mins by ADP Glo luminescence assay,B,,,BAO_0000190,BAO_0000357,single protein format,Nc1nc2ccccc2n1-c1nc(NCc2ccccc2)c2ccsc2n1,,,CHEMBL3745611,J. Med. Chem.,2015.0,"{'bei': '14.83', 'le': '0.28', 'lle': '1.30', 'sei': '6.76'}",CHEMBL3747511,,CHEMBL3747511,5.52,False,http://www.openphacts.org/units/Nanomolar,2741701,=,1,True,=,,IC50,nM,,3000.0,CHEMBL1075145,Homo sapiens,Transitional endoplasmic reticulum ATPase,9606,,,IC50,uM,UO_0000065,,3.0
,16426405,[],CHEMBL3749463,Inhibition of human p97 ATPase incubated for 15 mins by ADP Glo luminescence assay,B,,,BAO_0000190,BAO_0000357,single protein format,COc1nc2ccccc2n1-c1nc(NCc2ccccc2)c2ncsc2n1,,,CHEMBL3745611,J. Med. Chem.,2015.0,"{'bei': '17.36', 'le': '0.33', 'lle': '2.69', 'sei': '8.67'}",CHEMBL3696873,,CHEMBL3696873,6.75,False,http://www.openphacts.org/units/Nanomolar,2741702,=,1,True,=,,IC50,nM,,180.0,CHEMBL1075145,Homo sapiens,Transitional endoplasmic reticulum ATPase,9606,,,IC50,uM,UO_0000065,,0.18
,16426406,[],CHEMBL3749463,Inhibition of human p97 ATPase incubated for 15 mins by ADP Glo luminescence assay,B,,,BAO_0000190,BAO_0000357,single protein format,Nc1nc2ccccc2n1-c1nc2c(c(NCc3ccccc3)n1)CCCC2,,,CHEMBL3745611,J. Med. Chem.,2015.0,"{'bei': '17.20', 'le': '0.31', 'lle': '2.48', 'sei': '7.80'}",CHEMBL3746037,,CHEMBL3746037,6.37,False,http://www.openphacts.org/units/Nanomolar,2741703,=,1,True,=,,IC50,nM,,425.0,CHEMBL1075145,Homo sapiens,Transitional endoplasmic reticulum ATPase,9606,,,IC50,uM,UO_0000065,,0.425
,16426407,[],CHEMBL3749463,Inhibition of human p97 ATPase incubated for 15 mins by ADP Glo luminescence assay,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1nc2ccccc2n1-c1nc2c(c(NCc3ccccc3)n1)CCCC2,,,CHEMBL3745611,J. Med. Chem.,2015.0,"{'bei': '18.97', 'le': '0.34', 'lle': '2.40', 'sei': '12.60'}",CHEMBL3747498,,CHEMBL3747498,7.01,False,http://www.openphacts.org/units/Nanomolar,2741704,=,1,True,=,,IC50,nM,,98.0,CHEMBL1075145,Homo sapiens,Transitional endoplasmic reticulum ATPase,9606,,,IC50,uM,UO_0000065,,0.098
,16426408,[],CHEMBL3749463,Inhibition of human p97 ATPase incubated for 15 mins by ADP Glo luminescence assay,B,,,BAO_0000190,BAO_0000357,single protein format,COc1nc2ccccc2n1-c1nc2c(c(NCc3ccccc3)n1)CCCC2,,,CHEMBL3745611,J. Med. Chem.,2015.0,"{'bei': '18.47', 'le': '0.34', 'lle': '2.80', 'sei': '10.98'}",CHEMBL3746353,,CHEMBL3746353,7.12,False,http://www.openphacts.org/units/Nanomolar,2741705,=,1,True,=,,IC50,nM,,76.0,CHEMBL1075145,Homo sapiens,Transitional endoplasmic reticulum ATPase,9606,,,IC50,uM,UO_0000065,,0.076
,16426409,[],CHEMBL3749463,Inhibition of human p97 ATPase incubated for 15 mins by ADP Glo luminescence assay,B,,,BAO_0000190,BAO_0000357,single protein format,Nc1nc2ccccc2n1-c1nc2c(c(NCc3ccccc3)n1)CNCC2,,,CHEMBL3745611,J. Med. Chem.,2015.0,,CHEMBL3747272,,CHEMBL3747272,,False,http://www.openphacts.org/units/Nanomolar,2741706,>,1,True,>,,IC50,nM,,5000.0,CHEMBL1075145,Homo sapiens,Transitional endoplasmic reticulum ATPase,9606,,,IC50,uM,UO_0000065,,5.0
,16426410,[],CHEMBL3749463,Inhibition of human p97 ATPase incubated for 15 mins by ADP Glo luminescence assay,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1nc2ccccc2n1-c1nc2c(c(NCc3ccccc3)n1)CNCC2,,,CHEMBL3745611,J. Med. Chem.,2015.0,,CHEMBL3747081,,CHEMBL3747081,,False,http://www.openphacts.org/units/Nanomolar,2741707,>,1,True,>,,IC50,nM,,5000.0,CHEMBL1075145,Homo sapiens,Transitional endoplasmic reticulum ATPase,9606,,,IC50,uM,UO_0000065,,5.0
,16426411,[],CHEMBL3749463,Inhibition of human p97 ATPase incubated for 15 mins by ADP Glo luminescence assay,B,,,BAO_0000190,BAO_0000357,single protein format,COc1nc2ccccc2n1-c1nc2c(c(NCc3ccccc3)n1)CNCC2,,,CHEMBL3745611,J. Med. Chem.,2015.0,"{'bei': '14.24', 'le': '0.26', 'lle': '2.42', 'sei': '7.16'}",CHEMBL3696895,,CHEMBL3696895,5.50,False,http://www.openphacts.org/units/Nanomolar,2741708,=,1,True,=,,IC50,nM,,3134.0,CHEMBL1075145,Homo sapiens,Transitional endoplasmic reticulum ATPase,9606,,,IC50,uM,UO_0000065,,3.134
,16426412,[],CHEMBL3749463,Inhibition of human p97 ATPase incubated for 15 mins by ADP Glo luminescence assay,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1cc2ccccc2n1-c1nc2c(c(NCc3ccccc3)n1)CCCC2,,,CHEMBL3745611,J. Med. Chem.,2015.0,"{'bei': '19.89', 'le': '0.36', 'lle': '2.11', 'sei': '17.15'}",CHEMBL3696915,,CHEMBL3696915,7.33,False,http://www.openphacts.org/units/Nanomolar,2741709,=,1,True,=,,IC50,nM,,47.0,CHEMBL1075145,Homo sapiens,Transitional endoplasmic reticulum ATPase,9606,,,IC50,uM,UO_0000065,,0.047
,16426413,[],CHEMBL3749463,Inhibition of human p97 ATPase incubated for 15 mins by ADP Glo luminescence assay,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc2ccccc2n1-c1nc2c(c(NCc3ccccc3)n1)CCCC2,,,CHEMBL3745611,J. Med. Chem.,2015.0,"{'bei': '19.16', 'le': '0.35', 'lle': '2.45', 'sei': '14.17'}",CHEMBL3696924,,CHEMBL3696924,7.37,False,http://www.openphacts.org/units/Nanomolar,2741710,=,1,True,=,,IC50,nM,,43.0,CHEMBL1075145,Homo sapiens,Transitional endoplasmic reticulum ATPase,9606,,,IC50,uM,UO_0000065,,0.043
,16426414,[],CHEMBL3749463,Inhibition of human p97 ATPase incubated for 15 mins by ADP Glo luminescence assay,B,,,BAO_0000190,BAO_0000357,single protein format,CCc1cc2ccccc2n1-c1nc2c(c(NCc3ccccc3)n1)CCCC2,,,CHEMBL3745611,J. Med. Chem.,2015.0,"{'bei': '16.61', 'le': '0.30', 'lle': '0.88', 'sei': '14.86'}",CHEMBL3696916,,CHEMBL3696916,6.35,False,http://www.openphacts.org/units/Nanomolar,2741711,=,1,True,=,,IC50,nM,,445.0,CHEMBL1075145,Homo sapiens,Transitional endoplasmic reticulum ATPase,9606,,,IC50,uM,UO_0000065,,0.445
,16426415,[],CHEMBL3749463,Inhibition of human p97 ATPase incubated for 15 mins by ADP Glo luminescence assay,B,,,BAO_0000190,BAO_0000357,single protein format,FC(F)(F)c1cc2ccccc2n1-c1nc2c(c(NCc3ccccc3)n1)CCCC2,,,CHEMBL3745611,J. Med. Chem.,2015.0,"{'bei': '14.64', 'le': '0.27', 'lle': '0.26', 'sei': '14.47'}",CHEMBL3747138,,CHEMBL3747138,6.19,False,http://www.openphacts.org/units/Nanomolar,2741712,=,1,True,=,,IC50,nM,,651.0,CHEMBL1075145,Homo sapiens,Transitional endoplasmic reticulum ATPase,9606,,,IC50,uM,UO_0000065,,0.651
,16426416,[],CHEMBL3749463,Inhibition of human p97 ATPase incubated for 15 mins by ADP Glo luminescence assay,B,,,BAO_0000190,BAO_0000357,single protein format,OCc1cc2ccccc2n1-c1nc2c(c(NCc3ccccc3)n1)CCCC2,,,CHEMBL3745611,J. Med. Chem.,2015.0,"{'bei': '18.64', 'le': '0.34', 'lle': '2.77', 'sei': '11.38'}",CHEMBL3696925,,CHEMBL3696925,7.17,False,http://www.openphacts.org/units/Nanomolar,2742137,=,1,True,=,,IC50,nM,,68.0,CHEMBL1075145,Homo sapiens,Transitional endoplasmic reticulum ATPase,9606,,,IC50,uM,UO_0000065,,0.068
,16426417,[],CHEMBL3749463,Inhibition of human p97 ATPase incubated for 15 mins by ADP Glo luminescence assay,B,,,BAO_0000190,BAO_0000357,single protein format,COCc1cc2ccccc2n1-c1nc2c(c(NCc3ccccc3)n1)CCCC2,,,CHEMBL3745611,J. Med. Chem.,2015.0,"{'bei': '15.31', 'le': '0.28', 'lle': '1.04', 'sei': '11.74'}",CHEMBL3696926,,CHEMBL3696926,6.10,False,http://www.openphacts.org/units/Nanomolar,2742138,=,1,True,=,,IC50,nM,,795.0,CHEMBL1075145,Homo sapiens,Transitional endoplasmic reticulum ATPase,9606,,,IC50,uM,UO_0000065,,0.795
,16426418,[],CHEMBL3749463,Inhibition of human p97 ATPase incubated for 15 mins by ADP Glo luminescence assay,B,,,BAO_0000190,BAO_0000357,single protein format,NCc1cc2ccccc2n1-c1nc2c(c(NCc3ccccc3)n1)CCCC2,,,CHEMBL3745611,J. Med. Chem.,2015.0,"{'bei': '17.77', 'le': '0.32', 'lle': '2.45', 'sei': '9.91'}",CHEMBL3696917,,CHEMBL3696917,6.82,False,http://www.openphacts.org/units/Nanomolar,2742139,=,1,True,=,,IC50,nM,,153.0,CHEMBL1075145,Homo sapiens,Transitional endoplasmic reticulum ATPase,9606,,,IC50,uM,UO_0000065,,0.153
,16426419,[],CHEMBL3749463,Inhibition of human p97 ATPase incubated for 15 mins by ADP Glo luminescence assay,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1[nH]c2ccccc2c1-c1nc2c(c(NCc3ccccc3)n1)CCCC2,,,CHEMBL3745611,J. Med. Chem.,2015.0,"{'bei': '18.53', 'le': '0.33', 'lle': '1.41', 'sei': '12.74'}",CHEMBL3747075,,CHEMBL3747075,6.83,False,http://www.openphacts.org/units/Nanomolar,2742140,=,1,True,=,,IC50,nM,,149.0,CHEMBL1075145,Homo sapiens,Transitional endoplasmic reticulum ATPase,9606,,,IC50,uM,UO_0000065,,0.149
,16426420,[],CHEMBL3749463,Inhibition of human p97 ATPase incubated for 15 mins by ADP Glo luminescence assay,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1nn2ccccc2c1-c1nc2c(c(NCc3ccccc3)n1)CCCC2,,,CHEMBL3745611,J. Med. Chem.,2015.0,"{'bei': '17.42', 'le': '0.31', 'lle': '1.85', 'sei': '11.68'}",CHEMBL3746833,,CHEMBL3746833,6.43,False,http://www.openphacts.org/units/Nanomolar,2742141,=,1,True,=,,IC50,nM,,367.0,CHEMBL1075145,Homo sapiens,Transitional endoplasmic reticulum ATPase,9606,,,IC50,uM,UO_0000065,,0.367
,16426421,[],CHEMBL3749463,Inhibition of human p97 ATPase incubated for 15 mins by ADP Glo luminescence assay,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1nc2ccccn2c1-c1nc2c(c(NCc3ccccc3)n1)CCCC2,,,CHEMBL3745611,J. Med. Chem.,2015.0,"{'bei': '17.88', 'le': '0.32', 'lle': '2.02', 'sei': '11.99'}",CHEMBL3746787,,CHEMBL3746787,6.61,False,http://www.openphacts.org/units/Nanomolar,2742142,=,1,True,=,,IC50,nM,,248.0,CHEMBL1075145,Homo sapiens,Transitional endoplasmic reticulum ATPase,9606,,,IC50,uM,UO_0000065,,0.248
,16426422,[],CHEMBL3749463,Inhibition of human p97 ATPase incubated for 15 mins by ADP Glo luminescence assay,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1cc2ccccc2n1-c1nc2c(c(NCc3ccccc3)n1)CNCC2,,,CHEMBL3745611,J. Med. Chem.,2015.0,"{'bei': '18.18', 'le': '0.33', 'lle': '2.73', 'sei': '12.26'}",CHEMBL3696896,,CHEMBL3696896,6.72,False,http://www.openphacts.org/units/Nanomolar,2742143,=,1,True,=,,IC50,nM,,192.0,CHEMBL1075145,Homo sapiens,Transitional endoplasmic reticulum ATPase,9606,,,IC50,uM,UO_0000065,,0.192
